Timestamp; Irradiance; Heatflux
2014-10-05 21:00:20;   0.3;  -0.0
2014-10-05 21:15:20;   0.3;  -0.0
2014-10-05 21:30:20;   0.3;  -0.0
2014-10-05 21:45:20;   0.3;  -0.0
2014-10-05 22:00:20;   0.2;  -0.0
2014-10-05 22:15:20;   0.2;  -0.0
2014-10-05 22:30:20;   0.2;  -0.0
2014-10-05 22:45:20;   0.2;  -0.0
2014-10-05 23:00:20;   0.2;  -0.0
2014-10-05 23:15:20;   0.2;  -0.0
2014-10-05 23:30:20;   0.2;  -0.0
2014-10-05 23:45:20;   0.2;  -0.0
2014-10-06 00:00:20;   0.1;  -0.0
2014-10-06 00:15:20;   0.1;  -0.0
2014-10-06 00:30:20;   0.1;  -0.0
2014-10-06 00:45:20;   0.1;  -0.0
2014-10-06 01:00:20;   0.1;  -0.0
2014-10-06 01:15:20;   0.1;  -0.0
2014-10-06 01:30:20;   0.1;  -0.0
2014-10-06 01:45:20;   0.1;  -0.0
2014-10-06 02:00:20;   0.1;  -0.0
2014-10-06 02:15:20;   0.1;  -0.0
2014-10-06 02:30:20;   0.1;  -0.0
2014-10-06 02:45:20;   0.1;  -0.0
2014-10-06 03:00:20;   0.1;  -0.0
2014-10-06 03:15:20;   0.1;  -0.0
2014-10-06 03:30:20;   0.1;  -0.0
2014-10-06 03:45:20;   0.1;  -0.0
2014-10-06 04:00:20;   0.1;  -0.0
2014-10-06 04:15:20;   0.1;  -0.0
2014-10-06 04:30:20;   0.1;  -0.0
2014-10-06 04:45:20;   0.1;  -0.0
2014-10-06 05:00:20;   0.1;  -0.0
2014-10-06 05:15:20;   0.1;  -0.0
2014-10-06 05:30:20;   0.1;  -0.0
2014-10-06 05:45:20;   0.0;  -0.0
2014-10-06 06:00:20;  -0.0;  -0.0
2014-10-06 06:15:20;  -0.1;  -0.0
2014-10-06 06:30:20;  -0.1;  -0.0
2014-10-06 06:45:20;   0.4;  -0.0
2014-10-06 07:00:20;   5.4;  -0.0
2014-10-06 07:15:20;  14.6;  -0.0
2014-10-06 07:30:20;  21.8;  -0.0
2014-10-06 07:45:20;  51.6;  -0.0
2014-10-06 08:00:20;  73.0;  -0.0
2014-10-06 08:15:20;  96.8;  -0.0
2014-10-06 08:30:20; 125.9;  -0.0
2014-10-06 08:45:20; 157.4;  -0.0
2014-10-06 09:00:20; 125.8;  -0.0
2014-10-06 09:15:20; 139.1;  -0.0
2014-10-06 09:30:20; 233.0;  -0.0
2014-10-06 09:45:20; 212.4;  -0.0
2014-10-06 10:00:20; 346.7;  -0.0
2014-10-06 10:15:20; 264.5;  -0.0
2014-10-06 10:30:20; 195.3;  -0.0
2014-10-06 10:45:20; 199.5;  -0.0
2014-10-06 11:00:20; 215.5;  -0.0
2014-10-06 11:15:20; 353.7;  -0.0
2014-10-06 11:30:20; 154.1;  -0.0
2014-10-06 11:45:20; 177.3;  -0.0
2014-10-06 12:00:20; 127.7;  -0.0
2014-10-06 12:15:20; 210.2;  -0.0
2014-10-06 12:30:20; 169.7;  -0.0
2014-10-06 12:45:20; 152.7;  -0.0
2014-10-06 13:00:20; 141.8;  -0.0
2014-10-06 13:15:20; 118.6;  -0.0
2014-10-06 13:30:20;  97.8;  -0.0
2014-10-06 13:45:20; 103.7;  -0.0
2014-10-06 14:00:20;  91.5;  -0.0
2014-10-06 14:15:20;  73.0;  -0.0
2014-10-06 14:30:20;  68.4;  -0.0
2014-10-06 14:45:20;  55.6;  -0.0
2014-10-06 15:00:20;  53.3;  -0.0
2014-10-06 15:15:20;  42.1;  -0.0
2014-10-06 15:30:20;  34.0;  -0.0
2014-10-06 15:45:20;  24.4;  -0.0
2014-10-06 16:00:20;  18.5;  -0.0
2014-10-06 16:15:20;  18.7;  -0.0
2014-10-06 16:30:20;  13.1;  -0.0
2014-10-06 16:45:20;   9.0;  -0.0
2014-10-06 17:00:20;   5.6;  -0.0
2014-10-06 17:15:20;   3.9;  -0.0
2014-10-06 17:30:20;   1.9;  -0.0
2014-10-06 17:45:20;   0.5;  -0.0
2014-10-06 18:00:20;   0.1;  -0.0
2014-10-06 18:15:20;   0.1;  -0.0
2014-10-06 18:30:20;   0.0;  -0.0
2014-10-06 18:45:20;  -0.0;  -0.0
2014-10-06 19:00:20;  -0.0;  -0.0
2014-10-06 19:15:20;   0.0;  -0.0
2014-10-06 19:30:20;   0.0;  -0.0
2014-10-06 19:45:20;   0.0;  -0.0
2014-10-06 20:00:20;   0.1;  -0.0
2014-10-06 20:15:20;   0.1;  -0.0
2014-10-06 20:30:20;   0.1;  -0.0
2014-10-06 20:45:20;   0.1;  -0.0
2014-10-06 21:00:20;   0.1;  -0.0
2014-10-06 21:15:20;   0.1;  -0.0
2014-10-06 21:30:20;   0.1;  -0.0
2014-10-06 21:45:20;   0.2;  -0.0
2014-10-06 22:00:20;   0.2;  -0.0
2014-10-06 22:15:20;   0.2;  -0.0
2014-10-06 22:30:20;   0.2;  -0.0
2014-10-06 22:45:20;   0.2;  -0.0
2014-10-06 23:00:20;   0.2;  -0.0
2014-10-06 23:15:20;   0.2;  -0.0
2014-10-06 23:30:20;   0.2;  -0.0
2014-10-06 23:45:20;   0.2;  -0.0
2014-10-07 00:00:20;   0.2;  -0.0
2014-10-07 00:15:20;   0.2;  -0.0
2014-10-07 00:30:20;   0.2;  -0.0
2014-10-07 00:45:20;   0.2;  -0.0
2014-10-07 01:00:20;   0.2;  -0.0
2014-10-07 01:15:20;   0.2;  -0.0
2014-10-07 01:30:20;   0.2;  -0.0
2014-10-07 01:45:20;   0.2;  -0.0
2014-10-07 02:00:20;   0.2;  -0.0
2014-10-07 02:15:20;   0.2;  -0.0
2014-10-07 02:30:20;   0.2;  -0.0
2014-10-07 02:45:20;   0.2;  -0.0
2014-10-07 03:00:20;   0.2;  -0.0
2014-10-07 03:15:20;   0.2;  -0.0
2014-10-07 03:30:20;   0.1;  -0.0
2014-10-07 03:45:20;   0.1;  -0.0
2014-10-07 04:00:20;   0.1;  -0.0
2014-10-07 04:15:20;   0.1;  -0.0
2014-10-07 04:30:20;   0.1;  -0.0
2014-10-07 04:45:20;   0.1;  -0.0
2014-10-07 05:00:20;   0.1;  -0.0
2014-10-07 05:15:20;   0.1;  -0.0
2014-10-07 05:30:20;   0.0;  -0.0
2014-10-07 05:45:20;  -0.0;  -0.0
2014-10-07 06:00:20;  -0.0;  -0.0
