timestamp, lat, lon, height
2024-09-10T123026,   69.212386,   15.858543,    7.0
2024-09-10T123027,   69.212386,   15.858543,    7.1
2024-09-10T123028,   69.212386,   15.858543,    7.1
2024-09-10T123029,   69.212386,   15.858543,    7.1
2024-09-10T123030,   69.212386,   15.858543,    7.1
2024-09-10T123031,   69.212386,   15.858543,    7.1
2024-09-10T123032,   69.212386,   15.858543,    7.1
2024-09-10T123033,   69.212385,   15.858529,    6.9
2024-09-10T123034,   69.212385,   15.858529,    6.7
2024-09-10T123035,   69.212383,   15.858513,    6.8
2024-09-10T123036,   69.212383,   15.858513,    6.7
2024-09-10T123037,   69.212384,   15.858519,    6.7
2024-09-10T123038,   69.212384,   15.858519,    6.7
2024-09-10T123039,   69.212384,   15.858519,    6.7
2024-09-10T123040,   69.212384,   15.858519,    6.7
2024-09-10T123041,   69.212384,    15.85852,    6.6
2024-09-10T123042,   69.212384,    15.85852,    6.6
2024-09-10T123043,   69.212384,    15.85852,    6.5
2024-09-10T123044,   69.212383,   15.858511,    6.2
2024-09-10T123045,   69.212383,   15.858506,    6.2
2024-09-10T123046,   69.212383,   15.858509,    6.3
2024-09-10T123047,   69.212383,   15.858506,    6.2
2024-09-10T123048,   69.212382,   15.858501,    6.1
2024-09-10T123049,   69.212382,   15.858501,    5.9
2024-09-10T123050,   69.212382,   15.858502,    5.8
2024-09-10T123051,   69.212381,    15.85849,    5.8
2024-09-10T123052,    69.21238,   15.858476,    5.6
2024-09-10T123053,   69.212378,   15.858458,    5.5
2024-09-10T123054,   69.212376,   15.858443,    5.3
2024-09-10T123054,   69.212375,   15.858433,    5.1
2024-09-10T123056,   69.212371,   15.858385,    5.0
2024-09-10T123057,   69.212367,   15.858345,    4.9
2024-09-10T123058,   69.212364,   15.858314,    5.2
2024-09-10T123059,   69.212362,   15.858295,    5.1
2024-09-10T123100,   69.212361,   15.858295,    5.2
2024-09-10T123101,   69.212361,   15.858292,    5.4
2024-09-10T123102,   69.212362,   15.858294,    5.7
2024-09-10T123103,   69.212366,   15.858302,    6.0
2024-09-10T123104,   69.212372,   15.858307,    6.1
2024-09-10T123105,    69.21238,    15.85831,    6.2
2024-09-10T123106,   69.212387,   15.858313,    6.3
2024-09-10T123107,   69.212398,   15.858317,    6.3
2024-09-10T123108,   69.212406,   15.858315,    6.2
2024-09-10T123109,    69.21241,   15.858311,    6.3
2024-09-10T123110,   69.212411,   15.858301,    6.2
2024-09-10T123111,   69.212419,   15.858281,    6.1
2024-09-10T123112,   69.212427,   15.858257,    6.2
2024-09-10T123113,   69.212439,   15.858238,    6.2
2024-09-10T123114,   69.212453,   15.858222,    6.1
2024-09-10T123114,   69.212461,   15.858212,    6.1
2024-09-10T123116,   69.212486,   15.858183,    6.2
2024-09-10T123117,   69.212506,   15.858163,    6.3
2024-09-10T123118,   69.212525,   15.858147,    6.3
2024-09-10T123119,   69.212544,   15.858135,    6.4
2024-09-10T123120,   69.212562,   15.858124,    6.5
2024-09-10T123121,   69.212579,   15.858116,    6.7
2024-09-10T123122,   69.212596,   15.858107,    6.7
2024-09-10T123123,   69.212613,   15.858099,    6.9
2024-09-10T123124,   69.212631,   15.858091,    7.1
2024-09-10T123125,   69.212652,   15.858081,    7.2
2024-09-10T123126,   69.212676,   15.858067,    7.4
2024-09-10T123127,   69.212698,   15.858061,    7.7
2024-09-10T123128,   69.212735,   15.858049,    7.9
2024-09-10T123129,   69.212786,   15.858023,    7.4
2024-09-10T123130,   69.212828,   15.858002,    7.1
2024-09-10T123131,   69.212874,   15.857983,    6.6
2024-09-10T123132,   69.212924,   15.857962,    6.5
2024-09-10T123133,   69.212979,   15.857934,    6.5
2024-09-10T123134,   69.213041,   15.857886,    6.9
2024-09-10T123135,   69.213101,   15.857858,    6.7
2024-09-10T123136,   69.213155,    15.85783,    6.6
2024-09-10T123137,   69.213207,   15.857796,    6.7
2024-09-10T123138,   69.213255,    15.85777,    7.1
2024-09-10T123139,   69.213297,   15.857748,    7.5
2024-09-10T123140,   69.213344,   15.857721,    7.7
2024-09-10T123141,   69.213392,   15.857694,    7.7
2024-09-10T123142,   69.213445,   15.857665,    7.8
2024-09-10T123143,   69.213486,   15.857629,    7.8
2024-09-10T123144,   69.213531,    15.85759,    7.7
2024-09-10T123145,   69.213588,   15.857558,    7.9
2024-09-10T123146,   69.213644,   15.857528,    8.1
2024-09-10T123147,   69.213692,   15.857496,    8.4
2024-09-10T123148,   69.213752,   15.857471,    7.9
2024-09-10T123149,   69.213795,    15.85743,    7.2
2024-09-10T123150,   69.213842,   15.857394,    7.6
2024-09-10T123151,   69.213903,   15.857382,    7.7
2024-09-10T123152,   69.213954,   15.857359,    7.7
2024-09-10T123153,   69.213998,   15.857319,    8.4
2024-09-10T123154,   69.214041,   15.857273,    8.3
2024-09-10T123155,   69.214097,   15.857242,    8.5
2024-09-10T123156,   69.214151,   15.857206,    9.0
2024-09-10T123157,   69.214213,    15.85718,    8.7
2024-09-10T123158,   69.214274,   15.857148,    8.6
2024-09-10T123159,   69.214334,   15.857112,    9.0
2024-09-10T123200,   69.214394,   15.857079,    9.0
2024-09-10T123201,   69.214458,    15.85705,    8.7
2024-09-10T123202,   69.214522,   15.857011,    8.7
2024-09-10T123203,   69.214585,   15.856975,    8.8
2024-09-10T123204,   69.214653,   15.856943,    8.9
2024-09-10T123205,   69.214723,   15.856903,    8.6
2024-09-10T123206,   69.214794,   15.856873,    8.5
2024-09-10T123207,   69.214869,   15.856837,    8.7
2024-09-10T123208,   69.214945,   15.856794,    8.4
2024-09-10T123209,   69.215022,   15.856747,    8.3
2024-09-10T123210,   69.215103,   15.856709,    8.5
2024-09-10T123211,   69.215183,   15.856669,    8.6
2024-09-10T123212,   69.215262,    15.85663,    8.5
2024-09-10T123213,   69.215342,    15.85659,    8.6
2024-09-10T123214,   69.215421,   15.856552,    8.5
2024-09-10T123215,   69.215504,   15.856511,    8.8
2024-09-10T123216,   69.215589,   15.856468,    9.3
2024-09-10T123217,   69.215674,   15.856427,    9.8
2024-09-10T123218,   69.215761,   15.856387,    9.8
2024-09-10T123219,   69.215851,   15.856354,   10.0
2024-09-10T123220,   69.215944,   15.856318,   10.0
2024-09-10T123221,   69.216042,   15.856262,   10.0
2024-09-10T123222,   69.216144,   15.856205,   10.1
2024-09-10T123223,   69.216249,   15.856151,   10.5
2024-09-10T123224,   69.216352,   15.856097,   10.7
2024-09-10T123225,   69.216457,   15.856056,   10.5
2024-09-10T123226,   69.216563,   15.856026,   10.3
2024-09-10T123227,   69.216675,    15.85603,   10.1
2024-09-10T123228,   69.216786,   15.856076,    9.7
2024-09-10T123229,   69.216897,   15.856152,    9.9
2024-09-10T123230,   69.217004,   15.856242,   10.2
2024-09-10T123231,   69.217104,   15.856339,   10.5
2024-09-10T123232,     69.2172,   15.856445,   10.8
2024-09-10T123233,    69.21729,   15.856553,   10.6
2024-09-10T123234,   69.217377,   15.856656,   10.6
2024-09-10T123235,   69.217461,   15.856758,   10.6
2024-09-10T123236,   69.217543,    15.85686,   10.6
2024-09-10T123237,   69.217621,   15.856959,   10.6
2024-09-10T123238,    69.21769,    15.85705,   10.7
2024-09-10T123239,    69.21775,    15.85713,   10.7
2024-09-10T123240,   69.217803,   15.857202,   10.9
2024-09-10T123241,   69.217852,   15.857271,   11.1
2024-09-10T123242,   69.217899,   15.857334,   11.4
2024-09-10T123243,   69.217944,   15.857394,   11.7
2024-09-10T123244,   69.217989,   15.857454,   12.1
2024-09-10T123245,   69.218032,   15.857516,   12.2
2024-09-10T123246,   69.218076,   15.857574,   12.3
2024-09-10T123247,   69.218121,   15.857633,   12.6
2024-09-10T123248,   69.218169,   15.857696,   12.7
2024-09-10T123249,   69.218222,   15.857768,   12.9
2024-09-10T123250,   69.218278,   15.857851,   13.0
2024-09-10T123251,   69.218337,   15.857942,   13.0
2024-09-10T123252,   69.218398,   15.858039,   13.1
2024-09-10T123253,   69.218461,   15.858141,   13.0
2024-09-10T123254,   69.218526,   15.858249,   13.0
2024-09-10T123255,   69.218592,   15.858361,   13.1
2024-09-10T123256,   69.218659,   15.858473,   13.1
2024-09-10T123257,   69.218726,   15.858584,   13.0
2024-09-10T123258,   69.218791,    15.85869,   12.9
2024-09-10T123259,   69.218853,   15.858791,   12.7
2024-09-10T123300,    69.21891,   15.858885,   12.7
2024-09-10T123301,   69.218963,   15.858972,   12.7
2024-09-10T123302,   69.219009,   15.859049,   12.8
2024-09-10T123303,   69.219048,   15.859119,   12.8
2024-09-10T123304,   69.219083,   15.859164,   12.7
2024-09-10T123305,   69.219113,   15.859158,   12.7
2024-09-10T123306,   69.219132,   15.859102,   12.9
2024-09-10T123307,   69.219135,   15.859025,   13.1
2024-09-10T123308,   69.219127,   15.858969,   13.3
2024-09-10T123309,   69.219111,   15.858941,   13.2
2024-09-10T123310,   69.219092,   15.858924,   12.9
2024-09-10T123311,   69.219072,   15.858912,   12.7
2024-09-10T123312,   69.219055,     15.8589,   12.4
2024-09-10T123313,    69.21904,    15.85889,   11.9
2024-09-10T123314,   69.219029,   15.858882,   11.6
2024-09-10T123315,   69.219019,   15.858878,   11.3
2024-09-10T123316,   69.219012,   15.858874,   11.1
2024-09-10T123317,   69.219006,   15.858872,   10.8
2024-09-10T123318,   69.219004,   15.858871,   10.6
2024-09-10T123319,   69.219002,    15.85887,   10.3
2024-09-10T123320,   69.219001,   15.858869,   10.3
2024-09-10T123321,   69.219001,   15.858869,   10.2
2024-09-10T123322,      69.219,   15.858869,    9.9
2024-09-10T123323,      69.219,   15.858869,    9.9
2024-09-10T123324,      69.219,   15.858869,    9.9
2024-09-10T123325,      69.219,   15.858869,    9.9
2024-09-10T123326,      69.219,   15.858869,    9.8
2024-09-10T123327,      69.219,   15.858869,    9.8
2024-09-10T123328,      69.219,   15.858869,    9.8
2024-09-10T123329,      69.219,   15.858869,    9.8
2024-09-10T123330,      69.219,   15.858869,    9.8
2024-09-10T123331,   69.218996,   15.858866,   10.5
2024-09-10T123332,   69.218993,   15.858865,   10.7
2024-09-10T123333,   69.218984,   15.858862,   10.6
2024-09-10T123334,   69.218967,   15.858854,   10.6
2024-09-10T123335,   69.218943,   15.858845,   10.7
2024-09-10T123336,   69.218914,    15.85883,   10.9
2024-09-10T123337,   69.218884,   15.858806,   11.2
2024-09-10T123338,   69.218851,   15.858765,   11.0
2024-09-10T123339,   69.218814,   15.858707,   10.9
2024-09-10T123340,   69.218769,   15.858634,   11.0
2024-09-10T123341,    69.21872,   15.858554,   11.3
2024-09-10T123342,   69.218664,   15.858462,   11.6
2024-09-10T123343,   69.218605,   15.858361,   11.5
2024-09-10T123344,   69.218542,   15.858258,   11.4
2024-09-10T123345,   69.218474,   15.858152,   11.3
2024-09-10T123346,   69.218404,   15.858046,   11.4
2024-09-10T123347,   69.218333,   15.857938,   11.3
2024-09-10T123348,   69.218259,   15.857822,   11.3
2024-09-10T123349,   69.218179,   15.857703,   11.4
2024-09-10T123350,   69.218093,   15.857579,   11.3
2024-09-10T123351,   69.218005,   15.857452,   11.3
2024-09-10T123352,   69.217914,   15.857325,   11.0
2024-09-10T123353,   69.217824,   15.857198,   10.7
2024-09-10T123354,   69.217737,    15.85707,   10.3
2024-09-10T123355,   69.217651,   15.856955,   10.1
2024-09-10T123356,   69.217569,   15.856854,    9.9
2024-09-10T123357,   69.217492,   15.856762,    9.8
2024-09-10T123358,   69.217422,    15.85668,   10.0
2024-09-10T123359,    69.21736,   15.856606,   10.2
2024-09-10T123400,   69.217306,   15.856537,   10.1
2024-09-10T123401,    69.21726,   15.856477,   10.1
2024-09-10T123402,   69.217217,   15.856424,   10.2
2024-09-10T123403,    69.21717,   15.856374,   10.3
2024-09-10T123404,   69.217114,   15.856316,   10.3
2024-09-10T123405,   69.217049,   15.856251,   10.3
2024-09-10T123406,   69.216978,   15.856185,   10.2
2024-09-10T123407,   69.216899,   15.856125,   10.2
2024-09-10T123408,   69.216815,   15.856066,   10.3
2024-09-10T123409,   69.216727,   15.856014,   10.4
2024-09-10T123410,   69.216636,   15.855982,   10.8
2024-09-10T123411,   69.216542,   15.855971,   11.1
2024-09-10T123412,   69.216449,   15.855985,   11.4
2024-09-10T123413,   69.216357,   15.856016,   11.6
2024-09-10T123414,   69.216268,   15.856061,   11.6
2024-09-10T123415,   69.216178,    15.85611,   11.2
2024-09-10T123416,   69.216087,   15.856159,   10.8
2024-09-10T123417,   69.215994,    15.85621,   10.5
2024-09-10T123418,   69.215899,   15.856262,   10.3
2024-09-10T123419,   69.215805,   15.856318,   10.1
2024-09-10T123420,   69.215711,   15.856376,   10.1
2024-09-10T123421,   69.215618,   15.856428,   10.0
2024-09-10T123422,   69.215525,   15.856482,    9.8
2024-09-10T123423,   69.215432,   15.856537,    9.5
2024-09-10T123424,   69.215342,   15.856594,    9.4
2024-09-10T123425,   69.215255,   15.856648,    9.3
2024-09-10T123426,   69.215168,   15.856698,    9.4
2024-09-10T123427,   69.215081,   15.856741,    9.7
2024-09-10T123428,   69.214993,   15.856777,    9.7
2024-09-10T123429,   69.214905,   15.856817,    9.7
2024-09-10T123430,   69.214819,    15.85686,    9.8
2024-09-10T123431,   69.214733,   15.856902,    9.8
2024-09-10T123432,   69.214648,   15.856946,    9.5
2024-09-10T123433,   69.214564,   15.856987,    9.4
2024-09-10T123434,   69.214485,   15.857029,    9.3
2024-09-10T123435,   69.214409,   15.857075,    9.4
2024-09-10T123436,   69.214336,   15.857115,    9.4
2024-09-10T123437,   69.214269,   15.857154,    9.4
2024-09-10T123438,   69.214205,    15.85719,    9.5
2024-09-10T123439,   69.214138,   15.857228,    9.4
2024-09-10T123440,   69.214071,    15.85727,    9.4
2024-09-10T123441,      69.214,   15.857311,    9.4
2024-09-10T123442,   69.213924,    15.85735,    9.6
2024-09-10T123443,   69.213846,   15.857388,   10.0
2024-09-10T123444,   69.213766,    15.85743,    9.8
2024-09-10T123445,   69.213683,   15.857476,    9.6
2024-09-10T123446,   69.213598,   15.857522,    9.3
2024-09-10T123447,   69.213512,   15.857573,    9.2
2024-09-10T123448,   69.213428,   15.857618,    9.0
2024-09-10T123449,   69.213346,   15.857663,    8.9
2024-09-10T123450,   69.213262,   15.857708,    8.6
2024-09-10T123451,   69.213179,   15.857761,    8.6
2024-09-10T123452,   69.213103,   15.857803,    8.6
2024-09-10T123453,   69.213026,   15.857838,    8.7
2024-09-10T123454,    69.21295,    15.85787,    8.4
2024-09-10T123455,    69.21288,   15.857901,    8.3
2024-09-10T123456,   69.212815,   15.857932,    8.0
2024-09-10T123456,   69.212784,   15.857948,    7.8
2024-09-10T123458,   69.212694,   15.857998,    8.1
2024-09-10T123459,   69.212636,   15.858032,    8.1
2024-09-10T123500,   69.212582,   15.858062,    8.1
2024-09-10T123501,   69.212526,   15.858096,    8.1
2024-09-10T123502,   69.212473,   15.858129,    8.1
2024-09-10T123503,   69.212418,    15.85816,    8.3
2024-09-10T123504,   69.212369,   15.858192,    8.1
2024-09-10T123505,   69.212334,   15.858203,    7.9
2024-09-10T123506,   69.212308,   15.858225,    7.9
2024-09-10T123507,   69.212279,    15.85826,    7.6
2024-09-10T123508,   69.212264,   15.858323,    6.9
2024-09-10T123509,   69.212263,   15.858372,    6.4
2024-09-10T123510,    69.21228,     15.8584,    6.0
2024-09-10T123511,     69.2123,   15.858415,    5.5
2024-09-10T123512,    69.21232,   15.858408,    5.1
2024-09-10T123513,   69.212332,   15.858387,    5.0
2024-09-10T123514,   69.212342,   15.858378,    5.3
2024-09-10T123515,   69.212353,   15.858367,    5.4
2024-09-10T123516,   69.212363,   15.858368,    5.5
2024-09-10T123517,   69.212375,   15.858367,    6.4
2024-09-10T123518,   69.212383,    15.85836,    6.9
2024-09-10T123519,   69.212383,   15.858353,    7.3
2024-09-10T123520,   69.212383,   15.858345,    7.5
2024-09-10T123521,   69.212383,    15.85833,    7.7
2024-09-10T123522,   69.212389,   15.858311,    7.6
2024-09-10T123523,   69.212394,   15.858292,    7.3
2024-09-10T123524,   69.212403,   15.858272,    7.0
2024-09-10T123525,   69.212417,   15.858251,    6.8
2024-09-10T123525,   69.212427,   15.858238,    6.7
2024-09-10T123527,   69.212467,   15.858191,    6.5
2024-09-10T123528,   69.212504,   15.858156,    6.9
2024-09-10T123529,   69.212547,   15.858128,    7.3
2024-09-10T123530,   69.212597,   15.858104,    7.7
2024-09-10T123531,   69.212651,   15.858077,    8.1
2024-09-10T123532,   69.212717,    15.85804,    8.2
2024-09-10T123533,   69.212783,   15.858005,    8.6
2024-09-10T123534,   69.212845,    15.85797,    8.8
2024-09-10T123535,   69.212909,   15.857928,    8.9
2024-09-10T123536,   69.212976,   15.857888,    9.0
2024-09-10T123537,   69.213051,   15.857853,    8.9
2024-09-10T123538,   69.213131,   15.857813,    9.0
2024-09-10T123539,   69.213207,   15.857766,    9.1
2024-09-10T123540,   69.213283,   15.857717,    8.8
2024-09-10T123541,   69.213348,   15.857669,    8.9
2024-09-10T123542,   69.213413,   15.857615,    8.9
2024-09-10T123543,   69.213474,   15.857575,    9.2
2024-09-10T123544,    69.21353,   15.857539,    9.3
2024-09-10T123545,   69.213581,   15.857508,    9.1
2024-09-10T123546,   69.213636,   15.857483,    9.1
2024-09-10T123547,   69.213687,   15.857449,    9.2
2024-09-10T123548,   69.213747,   15.857415,    9.2
2024-09-10T123549,   69.213817,   15.857371,    9.4
2024-09-10T123550,     69.2139,   15.857339,    9.3
2024-09-10T123551,   69.213992,   15.857309,    8.8
2024-09-10T123552,   69.214086,   15.857273,    8.5
2024-09-10T123553,   69.214183,    15.85723,    8.3
2024-09-10T123554,   69.214283,   15.857181,    8.2
2024-09-10T123555,   69.214381,   15.857132,    8.5
2024-09-10T123556,   69.214478,   15.857079,    8.4
2024-09-10T123557,   69.214576,   15.857028,    8.8
2024-09-10T123558,   69.214674,   15.856979,    9.1
2024-09-10T123559,   69.214772,   15.856924,    9.2
2024-09-10T123600,    69.21487,   15.856871,    9.1
2024-09-10T123601,   69.214967,   15.856823,    9.1
2024-09-10T123602,   69.215064,   15.856774,    9.1
2024-09-10T123603,   69.215159,   15.856726,    9.0
2024-09-10T123604,   69.215252,   15.856678,    8.9
2024-09-10T123605,   69.215348,   15.856639,    9.1
2024-09-10T123606,    69.21544,   15.856594,    9.4
2024-09-10T123607,   69.215531,   15.856546,    9.5
2024-09-10T123608,   69.215619,   15.856495,    9.8
2024-09-10T123609,   69.215703,    15.85644,   10.1
2024-09-10T123610,   69.215786,   15.856397,   10.4
2024-09-10T123611,   69.215865,   15.856364,   10.8
2024-09-10T123612,   69.215939,    15.85633,   11.0
2024-09-10T123613,   69.216006,    15.85629,   11.1
2024-09-10T123614,   69.216071,   15.856253,   11.2
2024-09-10T123615,   69.216134,   15.856214,   11.4
2024-09-10T123616,   69.216198,    15.85617,   11.7
2024-09-10T123617,   69.216266,   15.856128,   11.9
2024-09-10T123618,   69.216337,   15.856087,   12.0
2024-09-10T123619,   69.216412,   15.856053,   11.9
2024-09-10T123620,   69.216491,   15.856024,   11.7
2024-09-10T123621,   69.216575,   15.856005,   11.4
2024-09-10T123622,   69.216664,   15.856009,   10.9
2024-09-10T123623,   69.216759,   15.856043,   10.2
2024-09-10T123624,   69.216854,   15.856101,    9.7
2024-09-10T123625,    69.21695,   15.856169,    9.7
2024-09-10T123626,   69.217045,   15.856253,    9.7
2024-09-10T123627,   69.217141,   15.856348,   10.0
2024-09-10T123628,   69.217236,   15.856453,   10.4
2024-09-10T123629,   69.217331,   15.856566,   10.6
2024-09-10T123630,   69.217426,   15.856684,   10.8
2024-09-10T123631,   69.217519,   15.856804,   11.0
2024-09-10T123632,   69.217612,   15.856923,   11.1
2024-09-10T123633,   69.217703,   15.857041,   11.3
2024-09-10T123634,   69.217794,    15.85716,   11.6
2024-09-10T123635,   69.217884,   15.857279,   11.8
2024-09-10T123636,   69.217972,   15.857401,   12.2
2024-09-10T123637,   69.218059,   15.857523,   12.5
2024-09-10T123638,   69.218146,   15.857645,   12.7
2024-09-10T123639,   69.218231,   15.857772,   12.7
2024-09-10T123640,   69.218316,   15.857902,   12.9
2024-09-10T123641,   69.218399,   15.858035,   13.0
2024-09-10T123642,   69.218479,   15.858167,   13.1
2024-09-10T123643,   69.218558,   15.858298,   13.1
2024-09-10T123644,   69.218635,   15.858424,   13.2
2024-09-10T123645,   69.218708,   15.858546,   13.1
2024-09-10T123646,   69.218777,   15.858661,   13.0
2024-09-10T123647,    69.21884,   15.858767,   12.9
2024-09-10T123648,   69.218896,   15.858866,   12.9
2024-09-10T123649,   69.218947,   15.858955,   12.9
2024-09-10T123650,   69.218992,   15.859033,   13.0
2024-09-10T123651,   69.219033,   15.859102,   13.0
2024-09-10T123652,   69.219071,   15.859161,   13.0
2024-09-10T123653,   69.219105,   15.859189,   12.9
2024-09-10T123654,   69.219136,   15.859165,   13.0
2024-09-10T123655,   69.219152,   15.859087,   12.9
2024-09-10T123656,   69.219148,    15.85901,   13.1
2024-09-10T123657,   69.219133,   15.858957,   13.1
2024-09-10T123658,   69.219113,    15.85893,   12.9
2024-09-10T123659,    69.21909,    15.85892,   12.7
2024-09-10T123700,   69.219065,   15.858909,   12.4
2024-09-10T123701,   69.219036,   15.858895,   11.9
2024-09-10T123702,   69.219001,    15.85888,   11.6
2024-09-10T123703,   69.218959,   15.858861,   11.3
2024-09-10T123704,   69.218912,    15.85883,   11.1
2024-09-10T123705,   69.218862,    15.85878,   11.1
2024-09-10T123706,   69.218808,   15.858701,   11.0
2024-09-10T123707,   69.218749,   15.858607,   11.0
2024-09-10T123708,   69.218685,     15.8585,   11.0
2024-09-10T123709,   69.218617,   15.858385,   11.0
2024-09-10T123710,   69.218546,   15.858269,   10.9
2024-09-10T123711,   69.218471,   15.858151,   10.8
2024-09-10T123712,   69.218397,   15.858031,   10.9
2024-09-10T123713,   69.218324,   15.857916,   10.9
2024-09-10T123714,   69.218255,   15.857806,   11.0
2024-09-10T123715,   69.218188,   15.857703,   11.1
2024-09-10T123716,   69.218124,   15.857605,   11.2
2024-09-10T123717,   69.218063,   15.857514,   11.3
2024-09-10T123718,   69.218006,    15.85743,   11.4
2024-09-10T123719,   69.217956,   15.857366,   11.5
2024-09-10T123720,   69.217912,   15.857311,   11.6
2024-09-10T123721,   69.217869,   15.857253,   11.6
2024-09-10T123722,   69.217827,   15.857195,   11.5
2024-09-10T123723,   69.217784,   15.857136,   11.5
2024-09-10T123724,   69.217741,    15.85708,   11.4
2024-09-10T123725,   69.217696,   15.857022,   11.4
2024-09-10T123726,   69.217651,   15.856964,   11.4
2024-09-10T123727,   69.217605,   15.856905,   11.5
2024-09-10T123728,   69.217557,   15.856842,   11.4
2024-09-10T123729,    69.21751,   15.856784,   11.4
2024-09-10T123730,   69.217467,   15.856732,   11.5
2024-09-10T123731,   69.217427,   15.856686,   11.6
2024-09-10T123732,   69.217389,    15.85664,   11.6
2024-09-10T123733,   69.217351,   15.856595,   11.6
2024-09-10T123734,   69.217311,   15.856548,   11.5
2024-09-10T123735,    69.21727,   15.856498,   11.4
2024-09-10T123736,   69.217222,   15.856447,   11.2
2024-09-10T123737,   69.217166,   15.856388,   11.1
2024-09-10T123738,   69.217102,    15.85632,   11.0
2024-09-10T123739,   69.217032,   15.856249,   10.8
2024-09-10T123740,   69.216956,   15.856176,   10.6
2024-09-10T123741,   69.216873,   15.856104,   10.5
2024-09-10T123742,   69.216784,   15.856044,   10.5
2024-09-10T123743,   69.216692,   15.855998,   10.7
2024-09-10T123744,   69.216601,   15.855977,   11.0
2024-09-10T123745,   69.216513,   15.855979,   11.2
2024-09-10T123746,   69.216432,   15.855998,   11.4
2024-09-10T123747,   69.216358,   15.856027,   11.6
2024-09-10T123748,   69.216289,   15.856061,   11.8
2024-09-10T123749,   69.216223,   15.856097,   11.8
2024-09-10T123750,   69.216159,   15.856135,   11.6
2024-09-10T123751,   69.216095,   15.856171,   11.4
2024-09-10T123752,   69.216028,   15.856212,   11.2
2024-09-10T123753,   69.215959,   15.856254,   11.1
2024-09-10T123754,   69.215887,   15.856298,   11.0
2024-09-10T123755,   69.215813,   15.856343,   11.1
2024-09-10T123756,   69.215736,   15.856386,   11.1
2024-09-10T123757,   69.215657,   15.856425,   10.8
2024-09-10T123758,   69.215575,   15.856469,   10.9
2024-09-10T123759,   69.215492,   15.856516,   11.0
2024-09-10T123800,   69.215406,   15.856567,   11.1
2024-09-10T123801,   69.215317,   15.856619,   11.2
2024-09-10T123802,   69.215226,   15.856668,   11.4
2024-09-10T123803,   69.215134,   15.856715,   11.6
2024-09-10T123804,   69.215042,    15.85676,   11.6
2024-09-10T123805,    69.21495,    15.85681,   11.8
2024-09-10T123806,   69.214858,   15.856861,   12.0
2024-09-10T123807,   69.214768,    15.85691,   12.2
2024-09-10T123808,   69.214675,   15.856956,   12.4
2024-09-10T123809,   69.214581,   15.857004,   12.4
2024-09-10T123810,   69.214483,   15.857055,   12.0
2024-09-10T123811,   69.214385,   15.857106,   11.7
2024-09-10T123812,   69.214286,   15.857159,   11.2
2024-09-10T123813,   69.214189,   15.857214,   10.9
2024-09-10T123814,   69.214091,   15.857267,   10.7
2024-09-10T123815,   69.213993,   15.857322,   10.6
2024-09-10T123816,   69.213893,   15.857373,   10.5
2024-09-10T123817,   69.213794,   15.857426,   10.3
2024-09-10T123818,   69.213694,   15.857477,   10.0
2024-09-10T123819,   69.213596,   15.857523,    9.7
2024-09-10T123820,   69.213499,   15.857572,    9.4
2024-09-10T123821,   69.213403,   15.857623,    9.3
2024-09-10T123822,   69.213308,   15.857676,    9.1
2024-09-10T123823,   69.213214,   15.857733,    9.0
2024-09-10T123824,   69.213118,    15.85779,    8.7
2024-09-10T123825,   69.213022,   15.857847,    8.2
2024-09-10T123826,   69.212933,   15.857895,    8.0
2024-09-10T123827,   69.212848,   15.857941,    8.0
2024-09-10T123828,   69.212763,    15.85799,    8.5
2024-09-10T123828,   69.212724,   15.858015,    8.1
2024-09-10T123830,   69.212607,   15.858085,    7.6
2024-09-10T123831,   69.212535,   15.858126,    7.5
2024-09-10T123832,   69.212468,   15.858162,    7.2
2024-09-10T123833,   69.212413,   15.858195,    7.6
2024-09-10T123834,   69.212368,   15.858206,    8.0
2024-09-10T123835,   69.212333,   15.858224,    8.3
2024-09-10T123836,   69.212314,   15.858256,    8.6
2024-09-10T123837,    69.21231,   15.858294,    9.4
2024-09-10T123838,   69.212313,   15.858354,    9.9
2024-09-10T123839,   69.212329,   15.858403,   10.7
2024-09-10T123840,   69.212339,   15.858418,   10.2
2024-09-10T123841,   69.212356,   15.858416,   10.0
2024-09-10T123842,   69.212372,   15.858403,    9.7
2024-09-10T123843,   69.212383,   15.858381,    9.4
2024-09-10T123844,   69.212392,    15.85835,    8.9
2024-09-10T123845,   69.212395,   15.858333,    8.9
2024-09-10T123846,   69.212398,   15.858313,    8.7
2024-09-10T123847,   69.212403,   15.858289,    8.5
2024-09-10T123848,   69.212412,   15.858257,    8.3
2024-09-10T123849,   69.212427,   15.858222,    8.3
2024-09-10T123850,   69.212447,   15.858193,    8.3
2024-09-10T123851,   69.212464,   15.858176,    8.4
2024-09-10T123851,   69.212474,   15.858165,    8.3
2024-09-10T123853,   69.212503,   15.858144,    8.0
2024-09-10T123854,   69.212516,   15.858136,    7.9
2024-09-10T123855,   69.212528,   15.858128,    7.8
2024-09-10T123856,   69.212542,   15.858119,    7.8
2024-09-10T123857,   69.212556,   15.858111,    7.8
2024-09-10T123858,   69.212572,   15.858106,    7.8
2024-09-10T123859,   69.212595,   15.858099,    8.0
2024-09-10T123900,   69.212628,   15.858088,    8.1
2024-09-10T123901,    69.21267,   15.858071,    8.1
2024-09-10T123902,   69.212727,   15.858043,    8.0
2024-09-10T123903,   69.212809,    15.85799,    7.8
